LATITUDE,LONGITUDE,Trichodesmium nifH Gene (x106 copies m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),DEPTH (m)
5,2,31.0,0.01,0.9,18.0
25,-109,0.035,0.0,0.0,50.0
25,-109,0.0,0.0,1.0,35.0
25,-109,0.0,0.0,1.0,25.0
25,-109,0.0,0.0,1.0,15.0
25,-109,3.13,0.0,1.0,5.0
25,-109,438.0,0.0,1.0,0.0
21,-107,0.0,0.0,0.0,55.0
21,-107,4.21,0.0,1.0,40.0
21,-107,0.533,0.0,1.0,30.0
21,-107,6.45,0.0,0.0,23.0
21,-107,6.76,0.0,0.0,17.0
21,-107,15.6,0.0,0.0,10.0
21,-107,24.8,0.0,0.0,6.0
27,-110,0.0,0.0,1.0,75.0
27,-110,0.0,0.0,0.0,35.0
27,-110,6.21,0.0,1.0,25.0
27,-110,0.0,0.0,0.0,15.0
27,-110,0.0,0.0,0.0,5.0
27,-110,0.0,0.0,0.0,0.0
25,-109,0.0,0.0,0.0,50.0
25,-109,0.0,0.0,0.0,35.0
25,-109,9.75,0.0,0.0,25.0
25,-109,6.18,0.0,0.0,15.0
25,-109,3.0,0.0,0.0,5.0
25,-109,6.03,0.0,0.0,0.0
21,115,4.9239,1.5531,1.0789,0.0
21,115,14.251,1.5531,1.5531,25.0
21,115,0.4083,0.01,0.01,50.0
21,115,1.4616,0.01,0.01,75.0
21,115,0.0,0.01,0.01,100.0
21,115,0.0,0.01,0.0,125.0
21,115,0.0,0.01,0.0,150.0
20,116,6.2777,0.9555,1.1464,0.0
20,116,9.8993,1.3755,1.0153,25.0
20,116,29.5345,134.7939,0.01,50.0
20,116,1.8635,0.8462,0.01,75.0
20,116,1.3755,1.1464,0.01,100.0
20,116,0.01,0.8992,0.0,125.0
20,116,32.3512,0.01,0.0,150.0
19,117,12.6211,2.0412,2.7654,0.0
19,117,19.307,15.6101,6.4713,25.0
19,117,0.505,0.01,0.01,50.0
19,117,0.01,0.01,0.01,75.0
19,117,0.01,0.01,0.01,100.0
19,117,0.01,0.01,0.0,125.0
19,117,0.01,0.01,0.0,150.0
18,118,7.307,0.7963,5.0757,0.0
18,118,22.4723,0.2364,3.4203,25.0
18,118,21.8003,0.01,0.01,50.0
18,118,6.6708,0.01,0.01,75.0
18,118,1095.369,0.01,0.01,100.0
18,118,134.7939,0.01,0.0,125.0
18,118,119.3777,0.01,0.0,150.0
11,-57,1.1542,0.7993,0.0,5.0
11,-57,0.696,0.0,0.0,80.0
11,-56,1.2985,0.0,0.0,5.0
11,-56,0.0,61.7131,0.0,80.0
11,-54,66.9101,0.0,0.0,5.0
11,-54,0.0,0.4263,0.0,80.0
10,-51,452.6267,0.3383,0.0,5.0
10,-51,0.5502,0.0,0.0,60.0
10,-50,4.7018,0.0,0.0,5.0
10,-48,1.1725,0.0,0.0,5.0
10,-44,0.3213,0.0,0.0,5.0
10,-44,0.2299,0.5827,0.0,50.0
10,-41,1.0729,0.465,0.0,5.0
10,-41,0.0,0.306,0.0,40.0
10,-39,8.423,0.0,0.0,5.0
10,-39,0.0,0.0,0.0,60.0
10,-36,1.5552,0.0,0.0,5.0
10,-36,0.3784,0.126,0.0,60.0
10,-35,698.12,0.88,0.7013,5.0
10,-33,1048.8257,0.799,0.0,5.0
10,-33,1.8582,0.1978,0.0,40.0
10,-32,1.7513,0.0,0.0,5.0
10,-30,1.3669,11.4733,0.0,5.0
10,-30,0.0,0.112,0.0,60.0
10,-28,1.06,0.0,0.0,5.0
10,-28,0.1393,0.0,0.0,60.0
0,-26,0.1093,0.0,0.0,5.0
0,-26,0.1427,0.0,0.0,80.0
0,-25,0.0933,0.3347,0.0,5.0
0,-25,0.0,0.0,0.0,60.0
0,-24,0.0,0.0,0.0,5.0
0,-24,0.0753,0.0,0.0,60.0
2,-24,0.1787,0.0,0.0,5.0
2,-24,3.0541,0.0,0.0,80.0
5,-24,0.359,0.0,0.0,5.0
5,-24,0.1493,0.0,0.0,60.0
5,-24,0.0556,0.0,0.0,100.0
8,-25,0.6376,0.0,0.0,5.0
8,-25,0.1407,0.0,0.0,60.0
11,-22,0.1287,0.0,0.0,5.0
11,-22,0.2613,0.178,0.0,40.0
11,-22,0.0532,0.0,0.0,80.0
12,-19,0.1827,0.0,0.0,5.0
12,-19,0.0,0.0,0.0,60.0
12,-19,0.0568,0.0488,0.39,80.0
12,-18,0.1347,0.248,0.0,35.0
12,-18,0.106,0.0,0.0,70.0
10,-17,0.8713,0.0,0.0,5.0
10,-17,0.3593,0.566,0.0,40.0
11,-20,0.2513,0.0,0.0,5.0
11,-20,0.36,0.0,0.0,55.0
11,-20,0.2356,0.0,0.0,70.0
11,-20,2.5023,0.89,0.0,5.0
11,-20,0.9469,0.0,0.0,40.0
11,-20,0.1979,0.1742,0.0,60.0
8,-18,0.4537,0.1073,0.0,5.0
8,-18,0.0,0.0,0.0,45.0
8,-18,2.3952,0.546,0.0,60.0
4,-24,872.8636,0.896,2.3912,5.0
11,-18,398.6573,0.0,0.0,5.0
6,-16,55.5147,0.0,0.0,5.0
22,-63,0.3633,0.0,0.0,5.0
22,-63,0.3927,0.0,0.0,140.0
22,-63,0.732,0.0,0.0,160.0
23,-64,1.5837,0.0,0.0,5.0
23,-64,1.1947,0.0,0.0,110.0
23,-64,0.476,0.0,0.0,140.0
26,-66,0.0,0.0,0.0,5.0
26,-66,0.0,0.0,0.0,120.0
26,-66,0.0,0.0,0.0,140.0
30,-61,0.0,0.0,0.0,5.0
30,-61,0.0,0.0,0.0,60.0
30,-61,0.0,0.0,0.0,120.0
30,-61,0.0,0.0,0.0,170.0
28,-54,0.0,0.0,0.0,5.0
28,-54,0.0,0.0,0.0,100.0
28,-54,0.0,0.0,0.0,145.0
39,-44,0.0,0.0,0.0,5.0
39,-44,0.0,0.0,0.0,50.0
39,-44,0.0,0.0,0.0,105.0
39,-44,0.0,0.0,0.0,200.0
42,-43,0.0,0.0,0.0,5.0
42,-43,0.0,0.0,0.0,45.0
42,-43,0.0,0.0,0.0,100.0
33,-41,0.0,0.0,0.0,5.0
33,-41,0.238,0.0,0.0,72.0
33,-41,0.0,0.0,0.0,135.0
33,-41,0.0,0.0,0.0,165.0
34,-31,0.0,0.2513,0.0,5.0
34,-31,0.0,0.0,0.0,60.0
34,-31,0.0,0.0,0.0,160.0
34,-30,0.0,0.0,0.0,5.0
34,-30,0.0,0.0,0.0,65.0
34,-30,0.0,0.0,0.0,150.0
33,-29,0.0,0.0,0.0,5.0
33,-29,0.0,0.1987,0.0,60.0
33,-29,0.0,0.0,0.0,140.0
31,-27,0.0,10.8245,0.0,5.0
31,-27,1.1973,2.364,0.0,110.0
31,-27,0.0,0.0,0.0,160.0
34,-25,0.0,3.3393,0.0,5.0
34,-25,0.0,0.0,0.0,50.0
34,-25,0.0,1.9,0.0,70.0
34,-25,0.0,1.2533,0.0,110.0
38,-13,0.0,0.0,0.0,5.0
38,-13,0.0,0.0,0.0,25.0
38,-13,0.0,0.0,0.0,95.0
38,-13,0.0,0.0,0.0,125.0
28,-24,0.1833,74.8333,0.0,10.0
26,-26,0.156,5.559,0.0,10.0
23,-27,0.2295,323.9185,1.6725,30.0
20,-29,0.247,294.7605,0.0,30.0
18,-30,2.664,295.6415,2.969,20.0
18,-30,4.0006,942.5468,0.8694,20.0
20,-30,0.7867,404.1154,0.3569,20.0
23,-30,1.6292,471.7269,1.9869,20.0
26,-30,0.4825,27.3935,0.0,20.0
29,-30,0.0935,1.3365,0.0115,20.0
29,-30,0.283,383.943,0.0,40.0
29,-30,0.0,0.0694,0.0,80.0
2,-35,2.0163,0.3051,0.0,7.0
2,-35,16.5422,102.1566,154.9705,7.0
3,-35,4.2839,34.4906,38.8956,7.0
6,-35,8.599,14.985,21.4367,7.0
7,-35,0.8683,0.1108,0.1368,100.0
8,-35,164.9881,8.5135,0.5603,7.0
9,-35,124.1188,167.5758,13.7997,7.0
7,-34,66.3272,21.9181,5.0338,7.0
6,-33,8.3776,24.5286,111.308,7.0
8,-38,549.5943,3.5126,2.4007,7.0
8,-40,657.5715,6.3336,2.4375,7.0
10,-41,56.0795,11.1396,36.7631,7.0
11,-42,334.6527,3.0077,18.5561,7.0
12,-44,98.5581,0.1272,33.0571,7.0
13,-45,5.5155,2.7715,12.236,7.0
15,-45,23.3095,2.086,9.738,7.0
15,-46,8.121,1.188,0.5425,7.0
15,-47,119.928,0.7705,1.0495,7.0
15,-49,1.226,0.656,0.3245,100.0
15,-51,0.7215,0.535,0.3305,7.0
0,67,0.0,0.0,320.5919,10.0
0,67,0.0,0.0,377.9285,25.0
0,67,0.0,0.0,12.459,50.0
0,67,0.0,0.0,0.0,80.0
0,67,0.0,0.0,0.0,100.0
0,67,0.0,0.0,0.0,150.0
4,67,0.0,0.0,19.4536,10.0
4,67,0.0,0.0,39.1257,25.0
4,67,0.0,0.0,8.7432,55.0
4,67,0.0,0.0,0.0,75.0
4,67,0.0,0.0,0.0,110.0
4,67,0.0,0.0,0.0,220.0
8,67,0.0,0.0,7.2131,10.0
8,67,0.0,0.0,23.8251,25.0
8,67,0.0,0.0,7.2131,50.0
8,67,0.0,0.0,0.0,75.0
8,67,0.0,0.0,0.0,100.0
8,67,0.0,0.0,0.0,150.0
26,57,0.0,0.0,8.306,0.0
26,57,0.0,0.0,23.1694,15.0
26,57,0.0,0.0,9.1803,25.0
26,57,0.0,0.0,0.0,50.0
26,57,0.0,0.0,0.0,70.0
26,57,0.0,0.0,0.0,95.0
12,110,1.1626,5.25,0.0,0.0
12,110,20.5794,0.0,0.0,10.0
11,109,0.0764,0.0,0.0,5.0
11,109,0.2684,0.0,0.0,50.0
11,109,0.5337,0.0,0.0,5.0
11,109,8.6209,0.0,0.0,35.0
11,108,0.4851,0.0,0.0,5.0
11,108,19.7117,0.0,0.0,28.0
10,108,2.393,0.0,0.0,5.0
10,108,3.8558,0.0,0.0,26.0
10,108,0.0,0.0,0.0,5.0
10,108,0.0,0.0,0.0,25.0
10,108,75.6702,0.0,2.6213,5.0
10,108,0.528,0.0,0.0,20.0
10,107,0.0,0.0,0.0,5.0
10,107,0.0,0.0,0.0,25.0
10,107,0.0,0.0,0.0,5.0
10,107,0.0,0.0,0.0,20.0
10,107,12.6368,0.0,2.3332,5.0
9,106,0.0,0.0,0.0,5.0
9,106,0.0,0.0,0.0,20.0
10,107,7.2609,0.9087,0.0,5.0
10,107,0.4189,0.0,0.0,20.0
11,108,1.9546,0.0,0.0,5.0
11,108,0.8685,0.0,0.0,20.0
10,109,227.5081,0.0,0.0,5.0
10,109,0.0,0.0,0.0,68.0
10,109,65.3413,0.0,0.154,0.0
10,109,77.0854,0.0,1.7173,20.0
10,109,316.0038,0.8018,0.0,40.0
10,109,3.002,0.0,0.0,75.0
11,109,12.4866,0.0,0.0,0.0
11,109,16.0872,0.0,0.0,20.0
10,109,590.4711,0.0,0.5155,0.0
10,109,82.843,0.0,0.0,20.0
10,109,4.9526,0.0,1.9901,40.0
10,109,0.0,0.0,0.0,65.0
10,109,0.0,0.0,0.0,100.0
10,109,0.0,0.0,0.0,120.0
10,110,99.7759,0.0,0.0,5.0
10,110,1.006,0.0,0.0,88.0
10,110,0.697,0.0,0.0,1144.0
11,110,26.5257,0.0,0.0297,5.0
11,110,2.2194,0.0,0.0,75.0
11,110,0.4342,0.0,0.0,280.0
11,110,117.5661,0.0,0.0,5.0
11,110,3.1776,0.0,0.0,65.0
11,110,19.6355,0.0,0.0,400.0
11,110,0.1266,0.0,0.0,1000.0
11,110,0.0141,0.0,0.0,1700.0
10,110,1.8013,0.0,0.0,0.0
10,110,0.5495,35.9388,0.0,40.0
10,110,0.4564,0.0,0.0,75.0
10,110,3.5866,0.0,0.0,100.0
10,110,0.0,0.0,0.0,150.0
10,110,0.0,0.0,0.0,200.0
10,110,0.0,0.0,0.0,400.0
10,110,0.0256,0.0,0.0,1200.0
10,110,0.0461,0.0,0.0,1500.0
12,110,31.2711,0.0,0.0,5.0
12,110,6.1865,0.0,0.0,65.0
12,110,1.2959,0.0,0.0,126.0
11,110,10.3926,0.0,0.0,0.0
11,110,5.0375,0.0,0.0,20.0
11,110,0.0169,0.0,0.0,60.0
11,110,0.01,0.0,0.0,110.0
11,110,0.3609,0.0,0.0,210.0
11,110,2.3454,0.0,0.0,400.0
11,110,0.0334,0.0,0.0,600.0
-18,150,3.9189,11.7523,68.9972,30.0
-18,150,1.8288,3.8976,34.1482,15.0
-16,152,0.0,0.0,98.9248,30.0
-16,152,1.5589,0.0,109.9444,15.0
-15,155,26.663,0.01,116.8725,4.0
-15,155,49.9335,0.01,215.6386,15.0
-15,155,30.333,0.01,62.3915,29.0
-15,155,0.981,0.0975,1.804,50.0
-15,155,0.141,0.0145,0.272,71.0
-15,155,1.876,0.038,0.2355,89.0
-15,155,0.046,0.018,0.335,125.0
-15,155,0.0,0.0,0.1545,149.0
-18,156,0.0417,7.603,30.3038,4.0
-18,156,0.0614,46.832,35.917,15.0
-18,156,0.1181,194.258,36.0982,30.0
-18,156,0.8637,48.608,12.5909,50.0
-18,156,0.0,154.17,1.199,70.0
-18,156,0.0,0.062,0.2441,99.0
-18,156,0.0,0.01,0.133,125.0
-18,156,0.0,0.0,0.3854,149.0
-20,157,2.1025,50.9276,166.8601,4.0
-20,157,0.1722,43.04,143.4113,16.0
-20,157,0.7226,43.02,217.0456,30.0
-20,157,2.0758,53.568,203.0806,50.0
-20,157,0.0,591.311,59.1627,71.0
-20,157,0.0,0.023,0.5153,100.0
-20,157,0.2896,0.012,0.3558,121.0
-20,157,0.0,0.016,0.324,150.0
-22,157,0.018,59.119,25.7663,5.0
-22,157,2.4693,66.787,123.0635,15.0
-22,157,0.0251,49.716,40.1485,31.0
-22,157,0.7424,717.604,29.6079,60.0
-22,157,0.0,0.787,0.3805,80.0
-22,157,0.0,0.038,0.1869,95.0
-22,157,0.0,0.031,0.4016,125.0
-22,157,0.0,0.013,0.222,149.0
-25,158,0.0,365.403,12.3494,5.0
-25,158,1.483,314.115,7.3077,15.0
-25,158,2.077,401.099,12.8943,30.0
-25,158,0.0,252.201,4.2913,50.0
-25,158,0.0291,0.426,0.79,70.0
-25,158,0.0,0.014,0.11,96.0
-25,158,0.0,0.022,0.074,125.0
-25,158,0.0,0.031,0.306,151.0
-28,159,0.0,495.449,7.8287,5.0
-28,159,5.9686,473.281,12.125,15.0
-28,159,0.4918,557.817,9.5983,30.0
-28,159,1.14,293.036,8.4124,51.0
-28,159,0.0,367.851,0.2262,75.0
-28,159,0.0,0.092,0.2817,110.0
-28,159,0.0,0.126,0.161,125.0
-28,159,0.01,0.08,0.1012,150.0
-30,160,0.1235,878.576,1.547,5.0
-30,160,1.705,1078.165,0.904,15.0
-30,160,14.2405,1640.1405,0.937,30.0
-30,160,1.5855,1852.388,1.3215,49.0
-30,160,0.0,0.767,0.1145,70.0
-30,160,0.0,0.0665,0.148,98.0
-30,160,0.0,0.2505,0.379,125.0
-30,160,0.0,0.155,0.0249,149.0
-28,162,0.1346,909.545,33.2278,5.0
-28,162,0.0,593.136,29.6838,15.0
-28,162,8.6183,2008.5007,42.5454,30.0
-28,162,0.0,651.887,11.4197,50.0
-28,162,0.0,208.39,1.0962,75.0
-28,162,0.0,0.273,0.5651,105.0
-28,162,0.1347,0.403,5.5627,150.0
-25,164,0.088,361.554,24.3169,5.0
-25,164,29.2403,414.256,13.5154,15.0
-25,164,12.3426,1019.1565,25.8166,30.0
-25,164,0.02,40.551,3.3246,60.0
-25,164,0.0414,0.09,0.8769,80.0
-25,164,0.0,0.05,0.2428,115.0
-25,164,0.01,0.04,0.1187,149.0
-23,166,0.5157,111.644,3.6414,5.0
-23,166,75.125,204.141,2.2261,15.0
-23,166,21.2858,363.3736,2.0322,30.0
-23,166,0.01,4.361,47.7524,51.0
-23,166,0.01,0.229,2.0762,75.0
-23,166,0.0,0.043,1.4693,100.0
-23,166,0.0,0.012,0.2309,124.0
-23,166,0.0,0.042,1.0372,150.0
-23,170,6.3629,0.085,0.2339,149.0
-23,170,0.0,0.01,0.01,125.0
-23,170,0.435,0.01,1.1066,99.0
-23,170,0.2174,0.01,1.3471,81.0
-23,170,15.0413,104.8453,10.1518,49.0
-23,170,45.8798,340.0926,11.485,30.0
-23,170,169.3839,278.6144,33.3394,16.0
-23,170,477.6064,131.871,9.8911,6.0
-22,174,0.0,0.01,0.0736,129.0
-22,174,0.4048,0.01,0.0696,112.0
-22,174,0.01,0.35,0.4984,91.0
-22,174,8.8553,110.3088,1.973,69.0
-22,174,68.4995,260.5735,16.2448,30.0
-22,174,463.0935,5.68,30.3345,15.0
-22,174,1095.7099,4.3132,115.2697,5.0
-22,178,0.01,0.0,0.088,149.0
-22,178,0.01,0.0,0.141,126.0
-22,178,0.1191,0.01,0.1542,96.0
-22,178,0.3561,0.7216,0.4716,75.0
-22,178,22.2347,384.3453,12.6535,51.0
-22,178,181.8641,0.8622,153.1424,29.0
-22,178,413.8626,1.4962,143.06,15.0
-22,178,234.4896,0.0825,40.1936,5.0
-21,-178,0.01,0.0,0.01,150.0
-21,-178,0.0,0.0,0.01,123.0
-21,-178,0.0,0.0,0.01,100.0
-21,-178,0.1511,0.0,0.6396,62.0
-21,-178,1.9422,0.0571,3.4298,50.0
-21,-178,162.1653,0.0,4.8805,30.0
-21,-178,757.3086,0.0,5.5262,15.0
-21,-178,285.749,0.01,24.885,5.0
-20,-174,0.0,0.0,0.1427,148.0
-20,-174,0.0,0.0,0.1916,123.0
-20,-174,0.01,0.01,0.3918,100.0
-20,-174,0.4384,0.0,0.0,73.0
-20,-174,0.0,0.01,1.1736,74.0
-20,-174,58.647,1.1753,5.7268,50.0
-20,-174,396.6829,0.3481,118.1655,30.0
-20,-174,946.4679,0.2931,184.2753,15.0
-20,-174,169.3869,0.01,60.56,5.0
-20,-170,0.01,0.0,0.01,150.0
-20,-170,0.01,0.0,0.5177,124.0
-20,-170,0.01,0.01,0.4587,101.0
-20,-170,0.0,0.01,1.4302,75.0
-20,-170,9.8816,9.0006,45.6445,52.0
-20,-170,0.1062,0.0,72.7975,30.0
-20,-170,0.1853,0.0,23.6331,15.0
-20,-170,0.3135,0.0,116.3809,6.0
-18,-170,0.01,0.01,0.9312,175.0
-18,-170,0.01,0.01,0.3287,152.0
-18,-170,0.0,0.01,0.2748,110.0
-18,-170,0.01,0.0,0.2237,75.0
-18,-170,0.0,0.0,0.01,49.0
-18,-170,0.0,0.0,0.3653,30.0
-18,-170,25.8978,0.0,281.2558,15.0
-18,-170,81.5911,0.0,1489.3079,5.0
-15,-170,3.7737,0.0,9.9922,149.0
-15,-170,1.1377,0.0,10.0112,116.0
-15,-170,0.01,0.0,6.3453,95.0
-15,-170,1.2847,1.0657,52.04,75.0
-15,-170,162.9752,8.7292,287.1717,50.0
-15,-170,426.9179,0.0,387.8598,30.0
-15,-170,1980.5299,0.0,969.9337,15.0
-15,-170,1545.5758,0.01,288.2419,5.0
-15,-174,0.3435,0.0,1.4114,169.0
-15,-174,1.9527,0.0,2.6537,133.0
-15,-174,1.5186,0.0,4.7025,100.0
-15,-174,28.8871,1.5168,12.312,75.0
-15,-174,23.8342,0.0,122.7623,50.0
-15,-174,673.1643,0.0,241.6247,30.0
-15,-174,711.7492,0.0,98.2532,14.0
-15,-174,718.4595,0.0,438.2729,5.0
-15,-178,0.1178,0.01,2.8773,150.0
-15,-178,7.8376,0.0833,1.0376,127.0
-15,-178,0.01,11.3814,1.7453,99.0
-15,-178,2.7305,5.1409,211.4924,75.0
-15,-178,7.0883,0.0,468.6192,49.0
-15,-178,10.6556,0.0,107.6333,30.0
-15,-178,4.9715,0.0,62.1347,15.0
-15,-178,11.4906,0.01,385.2932,5.0
-15,179,0.4454,0.0,0.1419,150.0
-15,179,1.0512,0.0,0.231,120.0
-15,179,5.2163,0.119,0.8165,87.0
-15,179,1.357,0.0,0.9691,70.0
-15,179,19.1448,0.0,7.02,50.0
-15,179,412.0413,0.0,133.1156,31.0
-15,179,1938.4831,0.0,148.8161,15.0
-15,179,6266.8448,0.0,177.3726,5.0
-15,175,0.0518,0.0,1.2487,150.0
-15,175,0.0,0.0,0.3803,125.0
-15,175,0.0193,0.0,0.516,105.0
-15,175,14.2458,25.8014,27.3377,75.0
-15,175,415.875,0.0,228.6368,45.0
-15,175,0.0,0.0,7902.9256,37.0
-15,175,0.0488,0.0,14.7114,30.0
-15,175,0.1376,0.0,0.9356,16.0
-15,175,0.015,0.0,3.1359,6.0
-17,172,0.0,0.0,0.3483,150.0
-17,172,0.0126,0.0,0.7084,124.0
-17,172,0.0,0.0,0.1213,93.0
-17,172,4.81,56.3432,3.0965,66.0
-17,172,19.5392,62.4548,128.3195,41.0
-17,172,326.7922,1.7018,353.9392,30.0
-17,172,1522.5865,0.9094,257.7454,15.0
-17,172,577.2848,0.8421,172.0091,5.0
38,-75,2.65,17.2,0.01,2.0
38,-75,0.01,0.01,0.01,2.0
38,-75,0.01,623.0,0.01,2.0
38,-74,0.0,1630.0,0.01,2.0
38,-74,0.0,54.0,0.01,2.0
37,-76,0.0,35000.0,0.0,2.0
37,-75,0.0,25000.0,0.0,2.0
37,-75,0.0,1200.0,0.01,2.0
37,-75,0.747,196.0,0.01,2.0
37,-75,127.0,11.0,0.01,2.0
37,-75,0.763,76.5,0.01,2.0
37,-76,0.0,19.3,0.01,2.0
37,-76,0.0,0.01,0.01,2.0
37,-76,0.0,25.2,0.01,2.0
37,-76,0.0,3.03,0.01,2.0
37,-76,0.0,28.4,0.01,2.0
40,-74,0.0,170.0,0.0,2.0
40,-72,91.0,82.0,0.0,2.0
41,-69,0.01,620.0,0.0,2.0
41,-68,0.0,0.23,0.0,2.0
41,-67,0.11,460.0,0.0,2.0
42,-67,0.0,430.0,0.0,2.0
42,-69,0.01,850.0,0.0,2.0
30,-89,0.0,0.0,10300.0,1.0
30,-89,0.0,0.0,2630.0,1.0
30,-89,0.0,0.0,13354.8387,1.0
30,-89,0.0,0.0,7660.0,1.0
30,-89,0.0,0.0,4915.942,1.0
30,-89,0.0,0.0,21500.0,1.0
30,-89,0.0,0.0,15400.0,1.0
30,-89,0.0,0.0,23111.1111,1.0
30,-89,0.0,0.0,10846.1538,1.0
30,-89,0.0,0.0,898000.0,1.0
30,-89,0.0,0.0,217800.0,1.0
30,-89,0.0,0.0,265744.4444,1.0
30,-89,0.0,0.0,11860.0,1.0
30,-89,0.0,0.0,13806.4427,1.0
30,-89,0.0,0.0,34069.8413,1.0
30,-89,0.0,0.0,5211.0936,1.0
30,-89,0.0,0.0,7751.1111,1.0
30,-89,0.0,0.0,12931.1111,1.0
18,-23,0.0,130.0,0.01,5.0
17,-25,4.9,10.0,0.0,5.0
17,-25,0.0,1.4,0.0,5.0
17,-25,0.52,1.9,0.01,50.0
16,-24,0.63,0.0,0.0,5.0
16,-24,0.9,0.0,0.0,5.0
16,-24,2.5,0.0,0.0,5.0
16,-24,0.0,0.0,0.0,5.0
16,-24,0.01,0.0,0.0,5.0
16,-24,0.0,0.0,0.0,5.0
16,-24,0.0,0.0,0.0,5.0
18,-23,0.0,41.0,0.0,5.0
18,-23,0.01,73.0,1.5,5.0
18,-23,0.0,16.0,0.0,5.0
18,-23,0.0,0.01,0.0,5.0
18,-23,0.0,4.5,0.0,5.0
18,-23,0.0,0.01,0.0,5.0
21,-25,0.01,76.0,0.0,5.0
21,-25,0.95,45.0,0.0,5.0
21,-25,0.01,24.0,0.0,5.0
21,-25,0.0,3.4,0.01,5.0
21,-25,0.0,44.0,0.0,5.0
21,-25,0.0,120.0,0.0,5.0
26,-24,0.01,0.01,0.0,5.0
26,-24,1.2,0.01,0.0,5.0
26,-24,0.01,0.0,0.01,5.0
26,-24,0.01,0.01,1.4,5.0
26,-24,0.0,0.01,0.0,5.0
26,-24,0.01,0.68,0.0,5.0
18,-68,44.188,0.0,0.0,5.0
18,-68,14.713,0.0,0.0,15.0
18,-68,0.01,0.0,0.0,30.0
18,-68,0.01,0.0,0.01,60.0
18,-68,1.089,0.0,0.0,75.0
18,-68,0.126,0.0,0.0,90.0
18,-68,0.01,0.0,0.0119,200.0
16,-65,1776.893,6.2,0.1851,5.0
16,-65,14.923,0.0,0.0,60.0
16,-65,0.01,0.0,0.01,150.0
12,-56,46.35,1.9,0.01,5.0
12,-56,197.259,12.5,2.7134,10.0
12,-56,39.431,0.0,0.0,30.0
12,-56,166.988,0.0,0.0,40.0
12,-56,1.922,0.0,0.01,50.0
12,-56,3.322,0.0,0.01,70.0
12,-56,0.01,0.0,0.01,100.0
12,-56,0.0,0.0,0.0,200.0
12,-54,733.075,0.0,0.0,5.0
12,-54,910.899,0.0,0.01,20.0
12,-54,89.266,0.0,0.01,30.0
12,-54,90.472,10.0,0.0,40.0
12,-54,2.491,0.0,0.0,50.0
12,-54,0.216,0.0,0.01,75.0
12,-54,0.163,0.0,0.01,100.0
12,-54,0.01,0.0,0.0245,200.0
12,-52,279.282,0.0,0.01,5.0
12,-52,116.976,0.0,0.0,20.0
12,-52,584.418,10.0,0.0,30.0
12,-52,49.974,0.0,0.0,40.0
12,-52,30.07,17.5,0.01,60.0
12,-52,51.927,20.0,0.0,75.0
12,-52,10.562,0.0,0.0,100.0
12,-52,0.298,0.0,0.0,200.0
12,-49,376.504,0.0,0.01,5.0
12,-49,288.346,12.5,0.01,15.0
12,-49,422.223,0.0,0.01,30.0
12,-49,151.755,21000.0,0.2423,50.0
12,-49,66.552,19700.0,0.01,70.0
12,-49,14.235,20.0,0.0,95.0
12,-49,56.065,0.0,0.0,110.0
12,-49,0.239,0.0,0.0,200.0
12,-46,100.052,19.0,0.0,5.0
12,-46,29.19,146000.0,0.01,20.0
12,-46,286.424,155000.0,0.01,40.0
12,-46,39.733,124000.0,0.0,60.0
12,-46,1.499,0.0,0.0,85.0
12,-46,0.618,0.0,0.0,100.0
12,-46,0.092,0.0,0.0,150.0
12,-46,0.115,25.0,0.01,200.0
12,-43,176.824,0.0,0.0,5.0
12,-43,4.78,17.5,0.0,20.0
12,-43,10.932,0.0,0.0,40.0
12,-43,1.632,1970.0,0.0,60.0
12,-43,50.533,0.0,0.0,75.0
12,-43,15.323,0.0,0.0,100.0
12,-43,0.526,0.0,0.01,150.0
12,-43,0.132,0.0,0.0107,200.0
12,-40,1.545,5.6,0.01,5.0
12,-40,0.103,26400.0,0.01,15.0
12,-40,5.641,46400.0,0.01,40.0
12,-40,6.821,383000.0,0.01,75.0
12,-40,0.01,25.0,0.0,96.0
12,-40,0.01,0.0,0.01,125.0
12,-40,0.01,37.5,0.0,150.0
12,-40,0.01,25.0,0.0,200.0
14,-35,0.0,0.73,0.195,15.0
14,-35,1.55,13100.0,0.7947,30.0
14,-35,3.682,3250.0,0.01,50.0
14,-35,7.001,794000.0,0.01,75.0
14,-35,0.35,0.0,0.0,105.0
14,-35,1.378,0.0,0.0,125.0
14,-35,0.01,0.0,0.195,150.0
14,-35,0.01,0.0,0.0,200.0
15,-32,0.724,360.0,0.0,5.0
15,-32,1.042,4810000.0,0.0,20.0
15,-32,0.01,1230000.0,0.01,60.0
15,-32,0.0,15.0,0.0,75.0
15,-32,0.01,12000.0,0.0,90.0
15,-32,0.01,30.0,0.0,125.0
15,-32,0.0,385.0,0.0,150.0
15,-32,0.0,25.0,0.0,200.0
17,-25,3.371,46.0,0.0,5.0
17,-25,16.699,854000.0,0.01,15.0
17,-25,7.835,292000.0,0.0218,30.0
17,-25,14.01,2390000.0,0.0533,50.0
17,-25,0.0,0.0,0.01,65.0
17,-25,0.142,42.5,0.0405,100.0
17,-25,0.242,31500.0,0.0113,150.0
17,-25,0.355,25.0,0.0162,200.0
10,-29,0.211,0.68,0.0,5.0
10,-29,0.01,584000.0,0.0,15.0
